표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7151860004","151860","케이지에코솔루션","KG에코솔루션","KG Eco Solution","2013/07/24","KOSDAQ","주권","우량기업부","보통주","500","49603002"
"KR7035600006","035600","케이지이니시스","KG이니시스","KGINICIS CO.,LTD.","2002/11/22","KOSDAQ","주권","우량기업부","보통주","500","27904434"
"KR7381970003","381970","케이카보통주","케이카","K Car","2021/10/13","KOSPI","주권",,"보통주","500","48182073"
"KR7145270005","145270","케이탑리츠보통주","케이탑리츠","KTOPREITs","2012/01/31","KOSPI","부동산투자회사",,"보통주","1000","48060774"
"KR7030200000","030200","케이티보통주","KT","KTCorporation","1998/12/23","KOSPI","주권",,"보통주","5000","257164985"
"KR7053210001","053210","케이티스카이라이프","스카이라이프","KT Skylife Co., Ltd.","2011/06/03","KOSPI","주권",,"보통주","2500","47522955"
"KR7058850009","058850","케이티씨에스보통주","KTcs","ktcs corporation","2010/09/16","KOSPI","주권",,"보통주","500","42685000"
"KR7058860008","058860","케이티아이에스보통주","KTis","ktis Corporation","2010/12/17","KOSPI","주권",,"보통주","500","34802000"
"KR7036030005","036030","케이티알파","케이티알파","kt alpha","1999/12/24","KOSDAQ","주권","우량기업부","보통주","1000","49019283"
"KR7033780008","033780","케이티앤지보통주","KT&G","KT&G Corporation","1999/10/08","KOSPI","주권",,"보통주","5000","130322497"
"KR7064820004","064820","케이프","케이프","CAPE INDUSTRIES LTD.","2007/05/29","KOSDAQ","주권","우량기업부","보통주","500","30901728"
"KR7256940008","256940","케이피에스","케이피에스","KPS Corporation","2017/09/06","KOSDAQ","주권","벤처기업부","보통주","500","18748658"
"KR7024880007","024880","케이피에프","케이피에프","KPF","1994/12/29","KOSDAQ","주권","우량기업부","보통주","500","20682798"
"KR7042040006","042040","케이피엠테크","케이피엠테크","KPM TECH CO., LTD.","2003/01/07","KOSDAQ","주권","중견기업부","보통주","100","174460917"
"KR7054410006","054410","케이피티유","케이피티유","Korea Plasma Technology U Co.,Ltd","2002/04/25","KOSDAQ","주권","벤처기업부","보통주","500","5726444"
"KR7258610005","258610","케일럼","케일럼","CAELUM","2017/08/22","KOSDAQ","주권","중견기업부","보통주","500","26787133"
"KR7274090000","274090","켄코아에어로스페이스","켄코아에어로스페이스","Kencoa Aerospace Corporation","2020/03/03","KOSDAQ","주권","기술성장기업부","보통주","500","12913226"
"KR7402420004","402420","켈스","켈스","CALTH","2021/11/30","KONEX","주권","일반기업부","보통주","500","2226540"
"KR7089010003","089010","켐트로닉스","켐트로닉스","CHEMTRONICS Co., Ltd.","2007/01/17","KOSDAQ","주권","우량기업부","보통주","500","15334346"
"KR7220260004","220260","켐트로스","켐트로스","Chemtros Co., Ltd.","2015/07/27","KOSDAQ","주권","우량기업부","보통주","100","26558307"
"KR7176590008","176590","코나솔","코나솔","KONASOL","2022/06/15","KONEX","주권","일반기업부","보통주","500","5823333"
"KR7052400009","052400","코나아이","코나아이","KONA I CO.,LTD.","2001/10/18","KOSDAQ","주권","우량기업부","보통주","500","14899999"
"KR7402030001","402030","코난테크놀로지","코난테크놀로지","KONAN TECHNOLOGY INCORPORATION","2022/07/07","KOSDAQ","주권","기술성장기업부","보통주","500","11421688"
"KR7391710001","391710","코닉오토메이션","코닉오토메이션","Kornic Automation","2021/10/15","KOSDAQ","주권","중견기업부","보통주","100","41503222"
"KR7046070009","046070","코다코","코다코","KODACO CO., LTD","2000/12/26","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","42786056"
"KR7047770003","047770","코데즈컴바인","코데즈컴바인","Codes Combine Co.,Ltd.","2001/09/18","KOSDAQ","주권","중견기업부","보통주","500","37842602"
"KR7080530009","080530","코디","코디","KODI Co.,LTD.","2010/01/05","KOSDAQ","주권","벤처기업부","보통주","500","40741730"
"KR7417310000","417310","코람코더원리츠보통주","코람코더원리츠","KORAMCO THE ONE REIT","2022/03/28","KOSPI","부동산투자회사",,"보통주","500","40400000"
"KR7357120005","357120","코람코라이프인프라리츠보통주","코람코라이프인프라리츠","KORAMCO LIFE INFRA REIT","2020/08/31","KOSPI","부동산투자회사",,"보통주","500","88534474"
"KR7104540000","104540","코렌텍","코렌텍","Corentec Co., Ltd.","2013/03/05","KOSDAQ","주권","기술성장기업부","보통주","500","12785740"
"KR7027050004","027050","코리아나화장품","코리아나","COREANA COSMETICS CO.,LTD","1999/12/10","KOSDAQ","주권","중견기업부","보통주","500","40000000"
"KR7007811003","007815","코리아써키트1우선주","코리아써우","KoreaCircuit(1P)","1989/07/04","KOSPI","주권",,"구형우선주","500","2964690"
"KR700781K015","00781K","코리아써키트2우선주(신형)","코리아써키트2우B","KOREA CIRCUIT(2PB)","2013/06/17","KOSPI","주권",,"종류주권","500","783699"
"KR7007810005","007810","코리아써키트보통주","코리아써키트","KoreaCircuit","1985/09/09","KOSPI","주권",,"보통주","500","23620751"
"KR7190650002","190650","코리아에셋투자증권","코리아에셋투자증권","KOREA ASSET INVESTMENT SECURITIES CO.,LTD.","2019/11/20","KOSDAQ","주권","우량기업부","보통주","5000","6388000"
"KR7123410003","123410","코리아에프티","코리아에프티","KOREA FUEL-TECH CORPORATION","2010/08/27","KOSDAQ","주권","우량기업부","보통주","100","27841064"
"KR7003690005","003690","코리안리재보험보통주","코리안리","Korean Reinsurance Company","1969/12/22","KOSPI","주권",,"보통주","500","165367526"
"KR7036690006","036690","코맥스","코맥스","COMMAX Co.,Ltd.","2000/01/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","15904938"
"KR7049430002","049430","코메론","코메론","KOMELON CORPORATION","2001/01/16","KOSDAQ","주권","우량기업부","보통주","500","9048000"
"KR7183300003","183300","코미코","코미코","KoMiCo Ltd.","2017/03/23","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","10460684"
"KR7041960006","041960","코미팜","코미팜","KOMIPHARM INTERNATIONAL CO., LTD.","2001/10/30","KOSDAQ","주권","벤처기업부","보통주","100","70604464"
"KR7089890008","089890","코세스","코세스","KOSES Co.,Ltd","2006/11/08","KOSDAQ","주권","우량기업부","보통주","500","16584962"
"KR7360350003","360350","코셈","코셈","COXEM CO.,LTD","2024/02/23","KOSDAQ","주권","기술성장기업부","보통주","500","5661970"
"KR7082660002","082660","코스나인","코스나인","Cosnine Co., Ltd","2005/10/05","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","86620869"
"KR7192820009","192820","코스맥스보통주","코스맥스","COSMAX, INC.","2014/04/07","KOSPI","주권",,"보통주","500","11349509"
"KR7044820009","044820","코스맥스비티아이 주식회사 보통주","코스맥스비티아이","COSMAX BTI","2006/11/13","KOSPI","주권",,"보통주","500","9603921"
"KR7222040008","222040","코스맥스엔비티","코스맥스엔비티","COSMAX NBT, INC.","2015/12/16","KOSDAQ","주권","중견기업부","보통주","500","20628000"
"KR7241710003","241710","코스메카코리아","코스메카코리아","COSMECCA KOREA CO.,LTD.","2016/10/28","KOSDAQ","주권","우량기업부","보통주","500","10680000"
"KR7005070008","005070","코스모신소재보통주","코스모신소재","CosmoAM&T","1987/09/28","KOSPI","주권",,"보통주","1000","32510756"
"KR7005420005","005420","코스모화학보통주","코스모화학","COSMOCHEMICALCO","1987/07/23","KOSPI","주권",,"보통주","1000","38408228"
"KR7355150004","355150","코스텍시스","코스텍시스","KOSTECSYS","2020/09/18","KOSDAQ","주권","벤처기업부","보통주","500","7706770"
"KR7169670007","169670","코스텍시스템","코스텍시스템","Kostek Systems","2022/01/21","KONEX","주권","일반기업부","보통주","500","2868401"
"KR7071950000","071950","코아스보통주","코아스","KOAS","2005/08/04","KOSPI","주권",,"보통주","500","30907210"
"KR7166480004","166480","코아스템켐온","코아스템켐온","CORESTEMCHEMON","2015/06/26","KOSDAQ","주권","벤처기업부","보통주","500","32870376"
"KR7045970001","045970","코아시아","코아시아","CoAsia Corporation","2000/08/03","KOSDAQ","주권","중견기업부","보통주","500","26314876"
"KR7196450001","196450","코아시아씨엠","코아시아씨엠","CoAsia CM","2014/06/02","KOSDAQ","주권","중견기업부","보통주","1000","45319582"
"KR7384470001","384470","코어라인소프트","코어라인소프트","Coreline Soft Co., Ltd.","2023/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","12819064"
"KR7029960002","029960","코엔텍","코엔텍","Korea Environment Technology Co., LTD.","2004/06/18","KOSDAQ","주권","우량기업부","보통주","500","50000000"
"KR7002021004","002025","코오롱1우선주","코오롱우","KOLON CORPORATION(1P)","1989/08/22","KOSPI","주권",,"구형우선주","5000","1076390"
"KR7003071008","003075","코오롱글로벌1우선주","코오롱글로벌우","KolonGlobalCorporation(1P)","1989/12/11","KOSPI","주권",,"구형우선주","5000","740737"
"KR7003070000","003070","코오롱글로벌보통주","코오롱글로벌","KolonGlobalCorporation","1978/09/15","KOSPI","주권",,"보통주","5000","18932713"
"KR745014K018","45014K","코오롱모빌리티그룹1우선주","코오롱모빌리티그룹우","KOLON MOBILITY GROUP(1P)","2023/01/31","KOSPI","주권",,"종류주권","500","2456120"
"KR7450140009","450140","코오롱모빌리티그룹보통주","코오롱모빌리티그룹","KOLON MOBILITY GROUP","2023/01/31","KOSPI","주권",,"보통주","500","62777250"
"KR7002020006","002020","코오롱보통주","코오롱","KOLON CORPORATION","1975/06/23","KOSPI","주권",,"보통주","5000","12626426"
"KR7102940004","102940","코오롱생명과학","코오롱생명과학","KOLON LIFE SCIENCE Inc.","2009/04/07","KOSDAQ","주권","중견기업부","보통주","500","11412356"
"KR7138490008","138490","코오롱이앤피보통주","코오롱ENP","KOLON ENP, INC.","2011/06/15","KOSPI","주권",,"보통주","1000","38000000"
"KR7120111000","120115","코오롱인더스트리1우선주","코오롱인더우","KOLON INDUSTRIES(1P)","2010/02/01","KOSPI","주권",,"구형우선주","5000","2767860"
"KR7120110002","120110","코오롱인더스트리보통주","코오롱인더","KOLON INDUSTRIES","2010/02/01","KOSPI","주권",,"보통주","5000","27519091"
"KR8840120008","950160","코오롱티슈진","코오롱티슈진","Kolon TissueGene, Inc.","2017/11/06","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","0","74275220"
"KR7021240007","021240","코웨이보통주","코웨이","COWAY","2001/08/07","KOSPI","주권",,"보통주","500","73799619"
"KR7033290008","033290","코웰패션","코웰패션","COWELL FASHION CO.,LTD","1997/10/13","KOSDAQ","주권","우량기업부","보통주","500","56156301"
"KR7056360001","056360","코위버","코위버","COWEAVER Co.,Ltd.","2001/12/04","KOSDAQ","주권","우량기업부","보통주","500","9796800"
"KR7282880004","282880","코윈테크","코윈테크","COWINTECH Co., Ltd","2019/08/05","KOSDAQ","주권","우량기업부","보통주","500","11141807"
"KR7121850002","121850","코이즈","코이즈","KOYJ.CO.,LTD","2012/09/27","KOSDAQ","주권","벤처기업부","보통주","500","30614175"
"KR7448710004","448710","코츠테크놀로지","코츠테크놀로지","COTS Technology Co., Ltd.","2023/08/10","KOSDAQ","주권","벤처기업부","보통주","100","5081792"
"KR7126730001","126730","코칩","코칩","KORCHIP CORPORATION","2024/05/07","KOSDAQ","주권","벤처기업부","보통주","500","8503460"
"KR7015710007","015710","코콤","코콤","KOCOM CO., LTD","1997/09/30","KOSDAQ","주권","중견기업부","보통주","500","17530500"
"KR7052330008","052330","코텍","코텍","KORTEK CORPORATION","2001/07/10","KOSDAQ","주권","우량기업부","보통주","500","15574552"
"KR7322780008","322780","코퍼스코리아","코퍼스코리아","COPUS KOREA Co., Ltd.","2019/05/31","KOSDAQ","주권","중견기업부","보통주","100","37932613"
"KR7036420008","036420","콘텐트리중앙보통주","콘텐트리중앙","ContentreeJoongAng corp.","2019/10/18","KOSPI","주권",,"보통주","5000","19262308"
"KR7200130003","200130","콜마비앤에이치","콜마비앤에이치","KolmarBNH Co., Ltd","2014/07/23","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","29415558"
"KR7024720005","024720","콜마홀딩스보통주","콜마홀딩스","KOLMAR HOLDINGS","2002/04/09","KOSPI","주권",,"보통주","500","36769520"
"KR7031820004","031820","콤텍시스템보통주","콤텍시스템","ComtecSystems","1997/02/12","KOSPI","주권",,"보통주","500","121051466"
"KR7294570007","294570","쿠콘","쿠콘","coocon Corporation","2021/04/28","KOSDAQ","주권","벤처기업부","보통주","500","10254685"
"KR7192400000","192400","쿠쿠홀딩스보통주","쿠쿠홀딩스","Cuckoo Holdings Co.,Ltd","2014/08/06","KOSPI","주권",,"보통주","100","35562185"
"KR7284740008","284740","쿠쿠홈시스보통주","쿠쿠홈시스","CUCKOO HOMESYS","2018/01/11","KOSPI","주권",,"보통주","100","22437330"
"KR7317690006","317690","퀀타매트릭스","퀀타매트릭스","QuantaMatrix Incorporated","2020/12/09","KOSDAQ","주권","기술성장기업부","보통주","500","16537411"
"KR7078940004","078940","퀀타피아","퀀타피아","QUANTAPIA","2004/08/27","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","53094278"
"KR7227100005","227100","퀀텀온","퀀텀온","Quantumon","2018/11/15","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","15680614"
"KR7432720001","432720","퀄리타스반도체","퀄리타스반도체","QUALITAS SEMICONDUCTOR CO., LTD.","2023/10/27","KOSDAQ","주권","기술성장기업부","보통주","500","10989140"
"KR7456190008","456190","큐라켐","큐라켐","CURACHEM","2023/05/18","KONEX","주권","일반기업부","보통주","500","1754286"
"KR7365270008","365270","큐라클","큐라클","curacle co., ltd.","2021/07/22","KOSDAQ","주권","기술성장기업부","보통주","500","13855342"
"KR7086460003","086460","큐러블","큐러블","Cur","2013/07/01","KONEX","주권","일반기업부","보통주","500","2939400"
